#Project: Raltegravir
#PK-Sim version: 8.0.22
"IndividualId","Gender","RaceIndex","Population Name","Organism|Weight [kg]","Organism|BMI [kg/dm²]","Organism|Age [year(s)]","Organism|Gestational age [week(s)]","Organism|Height [dm]","Organism|Ontogeny factor (albumin)","Organism|Ontogeny factor (alpha1-acid glycoprotein)","Organism|Hematocrit","Organism|VenousBlood|Volume [l]","Organism|ArterialBlood|Volume [l]","Organism|Bone|Specific blood flow rate [l/min/kg organ]","Organism|Bone|Volume [l]","Organism|Brain|Volume [l]","Organism|Brain|Specific blood flow rate [l/min/kg organ]","Organism|Fat|Volume [l]","Organism|Fat|Vf (lipid)","Organism|Fat|Vf (neutral lipid)-PT","Organism|Fat|Vf (phospholipid)-PT","Organism|Fat|Fraction interstitial","Organism|Fat|Vf (water)","Organism|Fat|Vf (water)-PT","Organism|Fat|Vf (neutral lipid)-RR","Organism|Fat|Vf (neutral lipid)-WS","Organism|Fat|Vf (neutral phospholipid)-RR","Organism|Fat|Vf (neutral phospholipid, plasma)-WS","Organism|Fat|Vf (extracellular water)-RR","Organism|Fat|Vf (intracellular water)-RR","Organism|Fat|Vf (water)-WS","Organism|Fat|Specific blood flow rate [l/min/kg organ]","Organism|Gonads|Volume [l]","Organism|Gonads|Specific blood flow rate [l/min/kg organ]","Organism|Heart|Volume [l]","Organism|Heart|Specific blood flow rate [l/min/kg organ]","Organism|Kidney|Volume [l]","Organism|Kidney|Age of aging onset [year(s)]","Organism|Kidney|Aging half-time [year(s)]","Organism|Kidney|GFRmat [l/min]","Organism|Kidney|Hill coefficient for aging GFR","Organism|Kidney|Hill coefficient for GFR","Organism|Kidney|Maximal decreasing rate factor","Organism|Kidney|TM50 for GFR [week(s)]","Organism|Kidney|Specific blood flow rate [l/min/kg organ]","Organism|Lumen|Effective surface area variability factor","Organism|Lumen|Stomach|Distal radius [dm]","Organism|Lumen|Stomach|Gastric emptying time [min]","Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor","Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor","Organism|Lumen|Stomach|Length [dm]","Organism|Lumen|Stomach|Proximal radius [dm]","Organism|Lumen|Duodenum|Effective surface area enhancement factor","Organism|Lumen|UpperJejunum|Effective surface area enhancement factor","Organism|Lumen|LowerJejunum|Effective surface area enhancement factor","Organism|Lumen|UpperIleum|Effective surface area enhancement factor","Organism|Lumen|LowerIleum|Effective surface area enhancement factor","Organism|Lumen|Caecum|Effective surface area enhancement factor","Organism|Lumen|ColonAscendens|Effective surface area enhancement factor","Organism|Lumen|ColonTransversum|Effective surface area enhancement factor","Organism|Lumen|ColonDescendens|Effective surface area enhancement factor","Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor","Organism|Lumen|Rectum|Effective surface area enhancement factor","Organism|Stomach|Volume [l]","Organism|Stomach|Specific blood flow rate [l/min/kg organ]","Organism|SmallIntestine|Small intestinal transit time [min]","Organism|SmallIntestine|Volume [l]","Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ]","Organism|LargeIntestine|Large intestinal transit time [min]","Organism|LargeIntestine|Volume [l]","Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ]","Organism|Liver|Volume [l]","Organism|Liver|Specific blood flow rate [l/min/kg organ]","Organism|Lung|Volume [l]","Organism|Lung|Fraction vascular","Organism|Muscle|Volume [l]","Organism|Muscle|Vf (lipid)","Organism|Muscle|Vf (neutral lipid)-PT","Organism|Muscle|Vf (phospholipid)-PT","Organism|Muscle|Vf (protein)","Organism|Muscle|Vf (water)","Organism|Muscle|Vf (water)-PT","Organism|Muscle|Fraction interstitial","Organism|Muscle|Vf (neutral lipid)-RR","Organism|Muscle|Vf (neutral lipid)-WS","Organism|Muscle|Vf (neutral phospholipid)-RR","Organism|Muscle|Vf (neutral phospholipid, plasma)-WS","Organism|Muscle|Vf (extracellular water)-RR","Organism|Muscle|Vf (protein)-WS","Organism|Muscle|Vf (intracellular water)-RR","Organism|Muscle|Vf (water)-WS","Organism|Muscle|Specific blood flow rate [l/min/kg organ]","Organism|Pancreas|Volume [l]","Organism|Pancreas|Specific blood flow rate [l/min/kg organ]","Organism|PortalVein|Volume [l]","Organism|Skin|Volume [l]","Organism|Skin|Specific blood flow rate [l/min/kg organ]","Organism|Spleen|Volume [l]","Organism|Spleen|Specific blood flow rate [l/min/kg organ]","UGT1A1|Ontogeny factor","UGT1A1|Ontogeny factor GI","UGT1A9|Ontogeny factor","UGT1A9|Ontogeny factor GI"
0,1,0,Sick adults,89.4581670181604,0.244235050266574,27.5514171866474,40,19.1384165459673,1.1503100603848,0.876773405662974,0.461838057288825,1.14180726080879,0.421766383463835,0.0317899842102089,13.8973780853573,1.42896332543337,0.526581400020889,19.9913341335659,0.788573280204354,0.7787161142018,0.00197143320051089,0.16979433125341,0.161426719795646,0.193712063754775,0.840816260017893,0.906859272235008,0.00157714656040871,0.00199509039891702,0.145284047816081,0.00968560318773871,0.0322853439591291,0.0257756232422116,0.0380960090143274,0.0925519148226339,0.40139331275217,0.691601478658824,0.298745710784118,30,54,0.104450666632276,1.5,15.0654246379411,0.9,45.0160280188273,3.14000496049759,1.44568176568497,0.495825982497505,9.38418578260854,2.33892266980772,1.32554698561304,1.98330066521294,0.495825982497505,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.155981369199396,0.386664507435721,37.7957244567284,0.638121800809007,0.879935860991518,2628.00388842914,0.345745088013454,0.628887609386341,1.82985177722299,0.192259877098112,1.10278427442039,0.58,41.8895686198918,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16326477708447,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.033498304923019,0.201064111377285,0.330726829630128,1.08151573998766,4.43032924993679,0.0974648604117679,0.16372076612176,0.84213692771878,1.08375510986716,1.24021941099191,1.0263627502993,0.826479989202026
1,1,0,Sick adults,70.8034528546699,0.216737593262795,28.8969702687566,40,18.0742421073083,1.00958550251788,0.886480608029116,0.466323234229189,0.954354853785614,0.436820615134931,0.0268989481252699,12.3965448728802,1.49452428690427,0.523300054447763,9.54595908853431,0.794852527920864,0.784916871321853,0.00198713131980216,0.164412118924974,0.155147472079136,0.186176966494963,0.847511507895621,0.914080407108994,0.00158970505584173,0.00201097689563979,0.139632724871222,0.00930884832474813,0.0310294944158272,0.0213154169181499,0.0413399524706192,0.0905401218038572,0.398423619648038,0.662287849481837,0.578397071262658,30,54,0.106865152367334,1.5,14.8049203316068,0.9,45.151883566143,3.12783397143221,1.45739552635218,0.498119701984807,14.5795760551597,0.363118862950916,0.843818820168572,1.99247733723292,0.498119701984807,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.184442417157202,0.38704293907687,153.997292700989,0.603325304633311,0.956196076152821,2641.19030863381,0.429591819587561,0.6369303150032,2.32584931973613,0.180464121428023,1.26545374685379,0.58,34.9048931664573,0.013,0.0238,0.0072,0.177,0.811,0.76,0.161470706308325,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0357215802646616,0.241631265873319,0.375613011651833,1.01468881809209,3.59882372696344,0.0987630419956846,0.38838890869506,0.849151426964061,1.11361883243894,1.01583633002364,0.92403034107922,0.97290595523067
2,1,0,Sick adults,65.3998164612139,0.223116029743576,38.4432922948353,40,17.120753645107,1.01934870288989,0.530714349604399,0.47,0.957608640883043,0.394640272230728,0.0288476078302989,11.2054630156421,1.5941708879821,0.534918345953514,11.4080348271346,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0214185025815553,0.0429677569020362,0.0812884537154395,0.343809010246896,0.6000569617861,0.54800319655054,30,54,0.129406673241807,1.5,15.0504571619595,0.9,43.8683639116536,2.74734525096682,0.945035919755415,0.5,30.6325944274657,0.767708476136419,0.736978967530038,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.167495586298796,0.421464144553014,179.583569185946,0.620997300253793,0.898517794773816,2652,0.347075265057795,0.646867000837507,2.12171545520777,0.183414086254233,1.49844696091641,0.58,28.8832087420192,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0327928112325175,0.131193716541131,0.351515043855431,0.985328555293404,3.84348780373712,0.0836578929573613,0.306169468316476,0.916689965888101,1.0728837064235,1.25115998752211,1.20593000307119,0.978279793104841
3,1,0,Sick adults,63.656381569155,0.213776073186871,27.0286775599367,40,17.2560514307496,1.29992947817829,0.868149329162615,0.460095591866456,0.838349963092283,0.399682386502674,0.0277735148315921,10.8106103733089,1.47560475155703,0.528037883004762,8.01231290796064,0.786133828613038,0.776307155755375,0.0019653345715326,0.171885289760253,0.163866171386962,0.196639405664354,0.838215194758652,0.904053902904994,0.00157226765722608,0.00198891858639099,0.147479554248266,0.0098319702832177,0.0327732342773924,0.0229636374507104,0.0373927918484623,0.10485485973286,0.554613937024634,0.601412074193548,0.318274183946894,30,54,0.136533223611523,1.5,14.783934774441,0.9,45.558408640206,3.20720126249844,0.637800945418376,0.494934885680505,12.6932124845038,0.716658231851034,1.17297687280239,1.97973558095877,0.494934885680505,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.185620522410663,0.420141919033531,189.740198446991,0.807689269803502,0.992221221838322,2622.88104008738,0.148879084749174,0.680051896445777,1.45011219511348,0.204085408036643,1.30976396084204,0.58,32.3833870635058,0.013,0.0238,0.0072,0.177,0.811,0.76,0.163961763253418,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0341036654692482,0.24098717582855,0.337358128676876,0.974640365876067,3.53836043289691,0.099515010266171,0.170100202887355,0.820999906628589,0.94891238314112,1.06589954179107,0.683156360587773,1.20741559525699
4,1,0,Sick adults,83.1222614527412,0.262713410010939,35.2157921973689,40,17.7876081785884,1.18192202860753,1.61140077329936,0.47,0.936857688596914,0.449036862440296,0.0262877232814227,12.2000570517435,1.50937634414747,0.48946406542794,23.8272323547401,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0200829211261906,0.0383235199773335,0.0854330427544962,0.493145714706738,0.634643950065552,0.324830313115712,30,54,0.107393753293236,1.5,14.8933968288827,0.9,43.0837033227227,2.83081218515671,0.969230726265041,0.5,13.2036331659435,1.15790912614573,1.41690746647089,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.161177608607563,0.391198425710044,101.891515806676,0.710859644417137,0.809949558727256,2652,0.48508630666815,0.635536693234999,1.9582776425376,0.191518249944423,0.870114477525346,0.58,33.764138041356,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0310656412847569,0.151543634813022,0.356659482983682,0.97675288242983,4.16717125826294,0.0909681546302108,0.0982801066555228,0.881969105543928,0.820487211924334,1.09411431677521,0.876128601699195,0.773314241848994
5,1,0,Sick adults,76.9529158708619,0.248969180299398,26.6732574937275,40,17.5808450222372,0.987483428116015,0.849808555224763,0.458910858312425,1.0212067886353,0.414754612126366,0.029094661703992,11.6501523597801,1.54932608955537,0.524310430281306,15.8357456835685,0.784475201637395,0.774669261616928,0.00196118800409349,0.17330697002509,0.165524798362605,0.198629758035126,0.836446683745872,0.902146481883004,0.00156895040327479,0.00198472226014261,0.148972318526345,0.00993148790175629,0.033104959672521,0.0233244261154799,0.0342299345596131,0.100234495237162,0.350562645854274,0.676920462914812,0.410931910447359,30,54,0.124001721144086,1.5,15.0153614257949,0.9,46.2084534705229,3.12145160968959,0.741017643167611,0.494329012940974,22.4365927588261,0.490962399673999,0.874942146947973,1.97731161610722,0.494329012940974,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.16307209694052,0.439694836333303,139.140148323091,0.725298126432967,0.930005321196342,2619.39792343853,0.452651330842096,0.676924785700028,2.36351510983954,0.211927579253643,1.47498411306125,0.58,35.5508820789477,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16443565667503,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0341724714363588,0.253513748715411,0.360727646448723,0.978503304215397,3.49673668265355,0.105172060230855,0.226849254686624,0.859049886575496,0.962184780950491,0.844783133836846,1.11840698614314,1.0715587874602
6,1,0,Sick adults,72.4990190834274,0.2415185696187,37.2941370016402,40,17.3257004444007,0.984314338074384,1.10405091984766,0.47,0.925970015252071,0.436545466945203,0.0257419847778501,11.4958129502779,1.47346970139028,0.465616498604167,19.0756310654348,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0221732462249061,0.0376397992384101,0.0744751204830381,0.391326378699722,0.624686495958912,0.524432629453818,30,54,0.110404287063314,1.5,14.7606059951577,0.9,43.1835563995648,2.75992768821742,0.386309777353603,0.5,23.7191912257342,0.486878707806209,0.740256451996224,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.189822954465711,0.398087206649631,109.057268826212,0.503401955214904,0.963719490264491,2652,0.450175926628091,0.582526188843327,3.31831468589686,0.164096195831315,0.967314035948727,0.58,27.882366012855,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0325020963798009,0.259948015293257,0.328019593065762,0.914991821729347,3.4449763942866,0.0845103365571696,0.20687927441672,0.846958896559337,0.939830760648314,1.04353562646966,0.941234816117125,1.09713650202027
7,1,0,Sick adults,70.0307133757891,0.246824103928184,23.0387696637953,40,16.844203928322,0.950529533807429,0.731083367836212,0.446795898879317,0.840626113253184,0.352739643481131,0.0318267853101781,10.1235357095832,1.52606234710621,0.51852311474694,23.0949506327651,0.767514258431045,0.757920330200657,0.00191878564607761,0.187844921344819,0.182485741568955,0.218982889882747,0.818362078052101,0.882641397195701,0.00153502851686209,0.00194181107383054,0.16423716741206,0.0109491444941373,0.0364971483137911,0.0262405166998723,0.0318724331390543,0.12313002272795,0.266655258282335,0.709445190503057,0.428029724288466,30,54,0.099089299103872,1.5,14.5324771858172,0.9,44.1276968156143,3.18799095546246,0.815294970882768,0.488133422686883,22.9950982232282,1.16550430416236,1.11626792259923,1.95252440910708,0.488133422686883,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.152931177303948,0.430613791701686,107.386611902897,0.65212864025307,0.960706486233445,2583.77994270519,0.390991011515376,0.626629887000629,1.57831014574997,0.19743889575246,0.904143646879039,0.58,25.0677187585516,0.013,0.0238,0.0072,0.177,0.811,0.76,0.169281640448273,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0371407284250232,0.237393172701108,0.388855619639676,0.888205665147494,3.23012668307251,0.114403337215237,0.26429261271635,0.877697321933555,0.807502963894133,1.01723222917306,1.08440254432673,1.12460527948027
8,1,0,Sick adults,96.1179934066801,0.275658095814808,29.9565486470035,40,18.6731236037983,0.871886552711894,1.16684908444552,0.469855162156678,0.949263992143857,0.469111948287708,0.0294809744237741,13.2002177735293,1.5131641242995,0.551668762906405,31.8489385917395,0.79979722701935,0.789799761681608,0.00199949306754837,0.160173805411986,0.15020277298065,0.18024332757678,0.852783793309382,0.919766811072252,0.0015995944540387,0.00202348698435895,0.135182495682585,0.009012166378839,0.0300405545961301,0.01898473314599,0.0426306005859337,0.0763343354683569,0.396021052091032,0.662571513422746,0.593515472197492,30,54,0.0885697411555715,1.5,14.7168904360425,0.9,45.243477751234,2.87238217818474,0.702011028563489,0.499925929926925,6.69633565806784,1.66525698640018,0.908313496690875,1.99970366177256,0.499925929926925,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.23476710754692,0.42832661942913,118.364335125891,0.894497989206112,0.88190186224839,2651.57417674063,0.409703880935637,0.630655138852916,0.469229982118278,0.175474667703816,1.08204144406734,0.58,37.9794329733624,0.013,0.0238,0.0072,0.177,0.811,0.76,0.160057935137329,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0350637998018557,0.236717572080079,0.351895528736646,1.14618794537146,4.16651659978992,0.0823922542919546,0.486034357327669,0.764361085588195,0.958492712666922,1.04164059955126,0.916528642191593,0.972121330352569
9,1,0,Sick adults,76.6456861310002,0.246457821682334,32.8597192898671,40,17.6348818917521,1.36958797927505,0.588801419290772,0.47,0.942907183289534,0.420499838984325,0.0274939904118366,11.947985936875,1.49274660419837,0.542148936214777,15.9472405607089,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0204799654899552,0.0387838295655548,0.0804883253344714,0.504622313034978,0.585234063879769,0.34149892380483,30,54,0.130850240711322,1.5,15.2282577884048,0.9,43.1048810562189,2.91063708992799,1.71065014403807,0.5,12.8745991257508,1.37777298428662,0.970320928157526,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.155422285073171,0.389579533864543,88.6510136628632,0.676761222935426,0.920926335731698,2652,0.403707971128099,0.599405252873873,1.67050139852675,0.199172776949216,1.0758063828476,0.58,35.7355180040637,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0390175113197078,0.197919493387671,0.321888406225291,0.957798170221299,3.86096249480348,0.0831454427847495,0.275003517551565,0.884483864408072,1.04343558339114,1.12810634674459,1.10097753904608,1.15680148506461
