Percentile of C_{max} of Raltegravir.;;;;;;;;;
;;;;;;;;;
C_{max} [µg/l];;;;;;;;;
;5^{th} prctl.;25^{th} prctl.;50^{th} prctl.;75^{th} prctl.;95^{th} prctl.;arith. mean;std;geo. mean;geo. CV
Raltegravir 10 mg   (lactose formulation);74.2486316253978;99.2702218275409;119.415102740044;142.088957146903;169.705913117013;120.830253637817;28.9000379503117;117.287136134026;0.253300696791689
Raltegravir 25 mg  (lactose formulation);186.143234737007;248.327361778388;299.972049920069;357.186802622308;425.907881429718;303.181476969169;72.4230659770505;294.316699632471;0.252887538334416
Raltegravir 50 mg  (lactose formulation);374.540147534711;497.626968651466;603.475173032456;721.310898344728;857.832378130326;610.522833934023;145.571928561352;592.747120543023;0.252271644961007
Raltegravir 100 mg  (lactose formulation);757.456720543809;1008.20738105507;1220.99611434887;1462.19361954544;1735.91164943029;1235.99807019221;293.428745938582;1200.35209139493;0.250932129611728
Raltegravir 200 mg   (lactose formulation);1544.85826105564;2059.52339461461;2505.81284329871;3001.01846248638;3513.75174871472;2520.25542350245;592.644917533466;2449.00285261941;0.24822603805458
Raltegravir 400mg (lactose formulation);3201.62827624481;4224.76019542471;5215.69502345033;6144.4580013513;7118.24910384614;5175.56017546183;1196.94503557487;5034.09189909017;0.243782132896462
Raltegravir 800 mg  (lactose formulation);6836.30119072516;8785.76088092188;10702.4308131588;12553.3520129227;14451.0908229672;10663.7168871756;2408.143366789;10385.7115794626;0.237767931862524
Raltegravir 1200 mg   (lactose formulation);10621.2818431326;13540.1853463069;16300.9553208833;19065.0534832239;21919.0670177662;16253.8621013418;3608.02963420977;15843.8313514909;0.233754698585565
Raltegravir 1600 mg  (lactose formulation);14393.5157487444;18290.8805269442;21949.1494067928;25262.7943088012;29437.4640423346;21850.8253554487;4770.32219031867;21315.3704435817;0.230417171687842
Raltegravir 100 mg filmcoated tablet md;611.673931159859;819.334280785296;970.766966652202;1155.37957649675;1378.37701250844;985.592182113871;228.900463718606;958.308409789694;0.245731074803078
Raltegravir 200 mg filmcoated tablet md;1251.80839604269;1658.35075835716;1992.57870918785;2359.13271587896;2777.02006771535;2004.3828658329;461.176174115429;1949.94381257784;0.243239246316211
Filmcoated_tablet_400mg_sd;2436.15146715588;3222.34184169259;3954.53840409578;4665.15943034375;5427.49526571199;3940.92089826315;908.889520240677;3833.69881293154;0.243241104402039
Raltegravir 400 mg filmcoated tablet md;2577.55566302857;3413.57445991083;4145.97309736348;4867.16482051814;5609.04674700774;4109.94284792268;930.24176278792;4001.91420693342;0.239057410237967
Raltegravir 400mg chewable fasted;4411.77256775487;5729.6103143886;7065.4545594726;8296.50161563993;9566.56898161579;7013.39546231618;1601.7707776947;6826.36547735793;0.240634542209917
Raltegravir 400mg chewable fed;1357.06468134722;2245.85006018659;2777.8487137102;3561.88973878193;4662.87919188901;2879.49216266185;1009.68551967571;2705.63825103136;0.374529995937371
Raltegravir 400mg (granules in suspension);5754.96642371307;7413.71849287754;9109.06029731779;10651.3552101253;12266.0730496994;9053.40050681978;2049.47657393589;8816.19601259579;0.238400414014002
