Percentile of MRT of Raltegravir.;;;;;;;;;
;;;;;;;;;
MRT [h];;;;;;;;;
;5^{th} prctl.;25^{th} prctl.;50^{th} prctl.;75^{th} prctl.;95^{th} prctl.;arith. mean;std;geo. mean;geo. CV
Raltegravir 10 mg   (lactose formulation);2.58263761229661;3.00889388050894;3.25404926351839;3.58249404896496;4.53939133846955;3.37802535442849;0.653134030728304;3.324855129752;0.174962058766419
Raltegravir 25 mg  (lactose formulation);2.57895778986801;3.00660382780999;3.24909336902297;3.57908748551772;4.54872304858119;3.37590786573109;0.657085860114503;3.32226905205582;0.175676295208991
Raltegravir 50 mg  (lactose formulation);3.63428042918041;4.02182487008308;4.27658226222921;4.64858932377003;5.25682962719028;4.37892760222249;0.557722115582296;4.34590840130469;0.122575044488862
Raltegravir 100 mg  (lactose formulation);3.63403903523371;4.02877091329616;4.28364125320281;4.62896245702954;5.35243323722115;4.3782759297373;0.573197408197858;4.34382695916161;0.124912081980275
Raltegravir 200 mg   (lactose formulation);3.5240863239858;3.99357211836543;4.25729604622382;4.61040649577833;5.66579173179658;4.37440749942905;0.646709433735891;4.3324967719583;0.136638939497992
Raltegravir 400mg (lactose formulation);3.4829195011238;3.98428962409632;4.20694830683474;4.63261086715944;6.08034327252792;4.41107486374157;0.763744547708453;4.35549191014029;0.155524492077994
Raltegravir 800 mg  (lactose formulation);3.43495204033902;3.95299096958881;4.22486841853582;4.68860525006247;6.5413714284451;4.48897587789459;0.919535839513537;4.41232110952255;0.180269715562003
Raltegravir 1200 mg   (lactose formulation);3.4199204283518;3.93543779199581;4.28530894881442;4.85519466355556;6.91670468737775;4.56683923287133;1.01791526537405;4.47435751518771;0.19686617606729
Raltegravir 1600 mg  (lactose formulation);3.46129476395501;3.96739404342051;4.34932518442202;4.94578746669978;7.23581759319465;4.65738250436295;1.08731831629763;4.55354049160129;0.207148805972699
Raltegravir 100 mg filmcoated tablet md;3.00880803500261;3.42978399464041;3.74354974981061;4.09661703143861;5.15943755578192;3.89632042125683;0.860986029992777;3.82673547752721;0.181570868576383
Raltegravir 200 mg filmcoated tablet md;2.97802945876799;3.40769413175929;3.74033576922809;4.10222452921529;6.30822842850261;4.0867114301365;1.83384937585995;3.90262332374069;0.264679283220896
Filmcoated_tablet_400mg_sd;4.35481883831371;4.73636009088963;5.1117656689502;5.62683642125233;6.87973854580121;5.42906039787711;1.77057033841274;5.28514993645987;0.203738743729311
Raltegravir 400 mg filmcoated tablet md;3.05845592971243;3.52344937951647;3.8070387076379;4.26803806008263;18.9756154482532;7.17196865917617;17.1646755914966;4.53239164565665;0.691466185839223
Raltegravir 400mg chewable fasted;3.72590877247963;4.03323066119299;4.30330730960289;4.77232245792739;9.15352929039716;5.47880779932253;8.1422990192566;4.68174343150958;0.375598229758775
Raltegravir 400mg chewable fed;5.09918299225092;5.63764314595949;6.18348046374727;7.19158856568103;11.1845062886542;9.10325534747296;24.1190501757468;6.75371661014661;0.44784549520319
Raltegravir 400mg (granules in suspension);3.55014371454344;3.89700677459428;4.14146253544044;4.5597137657048;8.76262665998012;6.13152526021949;15.490811393586;4.59779727490462;0.450521276564558
