Percentile of Thalf of Raltegravir.;;;;;;;;;
;;;;;;;;;
Thalf [h];;;;;;;;;
;5^{th} prctl.;25^{th} prctl.;50^{th} prctl.;75^{th} prctl.;95^{th} prctl.;arith. mean;std;geo. mean;geo. CV
Raltegravir 10 mg   (lactose formulation);3.45010095586862;3.811395932024;4.06921083366759;4.34541548901699;5.18093310610643;4.15973871910533;0.618513579316624;4.12208904230444;0.13107830456274
Raltegravir 25 mg  (lactose formulation);3.44878600140011;3.80800222452853;4.06672648682888;4.339977450405;5.17463321895132;4.15675127951246;0.620160251447095;4.11899128962702;0.131241372492629
Raltegravir 50 mg  (lactose formulation);7.16134533089789;8.53953843841968;9.31701633135635;10.1756788825036;14.2982627924019;9.74019768274405;2.22313599979377;9.53775263874516;0.199006367649852
Raltegravir 100 mg  (lactose formulation);7.19988782281664;8.64283271615898;9.4084222370885;10.1692296587372;14.2877460950213;9.78431082150836;2.14757927630017;9.59366954818507;0.193157179917541
Raltegravir 200 mg   (lactose formulation);8.68520635096051;9.21411452173862;9.59844306480759;9.92995156760417;11.9277963749964;9.74123844168305;1.00856373295141;9.69212036359972;0.100627876943851
Raltegravir 400mg (lactose formulation);7.67186094164923;9.20262254071698;9.59936202486538;9.93129139920522;11.9228727119664;9.66655152021544;1.13895198295897;9.59914230084766;0.120746695042682
Raltegravir 800 mg  (lactose formulation);5.74326032242776;9.11673801807022;9.55324544591801;9.8697390989542;11.6516744913551;9.43781637104171;1.37860235241057;9.32020878743918;0.168722489972171
Raltegravir 1200 mg   (lactose formulation);8.64584090255588;9.253913492163;9.43608504556921;9.5799665808604;10.0603974588341;9.38442689421299;0.586948490719761;9.36215895736546;0.0734174603686766
Raltegravir 1600 mg  (lactose formulation);7.98131933124358;9.24202041341447;9.43391071529749;9.58206610949347;10.0621782993573;9.32411252838888;0.71832784311316;9.28963909423154;0.0923510644869741
Raltegravir 100 mg filmcoated tablet md;3.8079050279552;4.27448939588922;4.71034578357871;5.21000214637875;6.18069192771669;4.83655679075029;0.916753125707825;4.76963286862846;0.16113211380516
Raltegravir 200 mg filmcoated tablet md;3.79722382242142;4.26627064498527;4.65367714129778;5.20645096649067;6.93158167790227;5.05009614337212;2.16995954120842;4.850527234182;0.244507096649731
Filmcoated_tablet_400mg_sd;6.22529309289754;7.89827612811796;8.97541447461447;11.2987844028227;15.742763966688;9.79214515868598;3.11543987579609;9.37133253892849;0.298712515027835
Raltegravir 400 mg filmcoated tablet md;4.18011530653484;4.61683174182958;5.08925842170785;5.71555819437892;25.0480068155172;8.23433226567089;15.1697050806843;5.88000282976141;0.618751412633872
Raltegravir 400mg chewable fasted;5.23528959993983;7.13217283176867;8.47715298151795;10.3894776095791;14.088812540583;9.60034228722404;8.26044046517117;8.65634590157015;0.386067137388185
Raltegravir 400mg chewable fed;4.56287259641662;5.81297697686986;7.52862573655099;9.46986613712876;12.3340676653213;9.74983385896621;19.4405814456609;7.70275108793619;0.476601108790073
Raltegravir 400mg (granules in suspension);4.58070141282588;6.95896764890632;8.30879257881107;10.0013673807945;13.6834556528237;10.0241900311183;14.3012823749793;8.47443118028359;0.441505487996498
